#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"taskhostw","25","427","2199175958528","19927040","7446528","36088","C:\WINDOWS\system32\taskhostw.exe","Microsoft Corporation","1,984375","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","Processus h?te pour T?ches Windows","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"3064","Microsoft.Win32.SafeHandles.SafeProcessHandle","427","5564",".","0","","System.Diagnostics.ProcessModule (taskhostw.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36088","36088","7446528","7446528","207664","207664","8212480","8212480","20992000","20992000","155017216","2199178272768","True","Normal","7446528","7446528","00:00:01.3593750","taskhostw","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:43:00",,"System.Diagnostics.ProcessThreadCollection","00:00:01.9843750","00:00:00.6250000","152702976","2199175958528","False",,,,"19927040","19927040",,
"TGitCache","25","155","111079424","9490432","3035136","12552","C:\Program Files\TortoiseGit\bin\TGitCache.exe","https://tortoisegit.org/","7,421875","2.4.0.2","2.4.0.2","TortoiseGit status cache","TortoiseGit","Process","8",,"False",,"2776","Microsoft.Win32.SafeHandles.SafeProcessHandle","155","10832",".","0","","System.Diagnostics.ProcessModule (TGitCache.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12552","12552","3035136","3035136","197880","197880","3444736","3444736","11337728","11337728","114229248","114229248","True","Normal","3035136","3035136","00:00:05.3125000","TGitCache","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 09:29:33",,"System.Diagnostics.ProcessThreadCollection","00:00:07.4218750","00:00:02.1093750","111079424","111079424","False",,,,"9490432","9490432",,
"VBCSCompiler","25","272","18512281600","46637056","111996928","22384","C:\Program Files (x86)\MSBuild\14.0\bin\VBCSCompiler.exe","Microsoft Corporation","6,828125","1.3.1.60616","1.3.1.60616"," ","","Process","8",,"False",,"2976","Microsoft.Win32.SafeHandles.SafeProcessHandle","272","2188",".","0","","System.Diagnostics.ProcessModule (VBCSCompiler.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22384","22384","111996928","111996928","404592","404592","123363328","123363328","107560960","107560960","1349558272","18529427456","True","Normal","111996928","111996928","00:00:00.7500000","VBCSCompiler","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 11:01:53",,"System.Diagnostics.ProcessThreadCollection","00:00:06.8281250","00:00:06.0781250","1332412416","18512281600","False",,,,"46637056","46637056",,
"VsHub","25","664","241463296","38690816","26849280","45256","C:\Program Files (x86)\Common Files\Microsoft Shared\VsHub\1.0.0.0\vshub.exe","Microsoft Corporation","4,921875","14.0.25420.1","14.0.25420.1","VsHub.exe","Microsoft? Visual Studio? 2015","Process","8",,"False",,"2700","Microsoft.Win32.SafeHandles.SafeProcessHandle","664","8240",".","0","","System.Diagnostics.ProcessModule (vshub.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","45256","45256","26849280","26849280","380752","380752","27979776","27979776","51081216","51081216","259219456","259219456","True","Normal","26849280","26849280","00:00:00.9687500","VsHub","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 10:39:27",,"System.Diagnostics.ProcessThreadCollection","00:00:04.9218750","00:00:03.9531250","241463296","241463296","False",,,,"38690816","38690816",,
"wfcrun32","25","313","147537920","13217792","4243456","24512","C:\Program Files (x86)\Citrix\ICA Client\wfcrun32.exe","Citrix Systems, Inc.","0,21875","14.1.0.0","14.1.0","Citrix Connection Manager","Citrix ICA Client","Process","8",,"False",,"3068","Microsoft.Win32.SafeHandles.SafeProcessHandle","313","2140",".","0","","System.Diagnostics.ProcessModule (wfcrun32.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24512","24512","4243456","4243456","267712","267712","4509696","4509696","15634432","15634432","166477824","166477824","True","Normal","4243456","4243456","00:00:00.1406250","wfcrun32","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 08:43:17",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2187500","00:00:00.0781250","147537920","147537920","False",,,,"13217792","13217792",,
"wininit","0","139","2199070486528","2359296","1462272","8520",,,,,,,,"Process","13",,,,,,"139","600",".","0","",,,,,"8520","8520","1462272","1462272","105584","105584","2064384","2064384","5881856","5881856","52502528","2199075758080",,,"1462272","1462272",,"wininit",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"47230976","2199070486528","False",,,,"2359296","2359296",,
"winlogon","25","194","2199082909696","6729728","1826816","8888",,,,,,,,"Process","13",,,,,,"194","12196",".","0","",,,,,"8888","8888","1826816","1826816","117920","117920","2146304","2146304","31023104","31023104","84729856","2199107985408",,,"1826816","1826816",,"winlogon",,"True","25","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"59654144","2199082909696","False",,,,"6729728","6729728",,
"WUDFHost","0","282","2199075987456","1499136","2064384","12136",,,,,,,,"Process","8",,,,,,"282","1200",".","0","",,,,,"12136","12136","2064384","2064384","99192","99192","2248704","2248704","9535488","9535488","55877632","2199079133184",,,"2064384","2064384",,"WUDFHost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"52731904","2199075987456","False",,,,"1499136","1499136",,
"WUDFHost","0","259","2199075278848","2088960","1966080","10848",,,,,,,,"Process","8",,,,,,"259","2168",".","0","",,,,,"10848","10848","1966080","1966080","105512","105512","2084864","2084864","8462336","8462336","54120448","2199077376000",,,"1966080","1966080",,"WUDFHost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"52023296","2199075278848","False",,,,"2088960","2088960",,
"XDesProc","25","800","584638464","103682048","92016640","58976","C:\Program Files (x86)\Microsoft Visual Studio 14.0\Common7\IDE\XDesProc.exe","Microsoft Corporation","26,84375","14.0.25431.1 built by: D14VSULDR","14.0.25431.1","Microsoft Visual Studio XAML Designer","Microsoft? Visual Studio? 2015","Process","8",,"False",,"2928","Microsoft.Win32.SafeHandles.SafeProcessHandle","800","3688",".","0","","System.Diagnostics.ProcessModule (XDesProc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","58976","58976","92016640","92016640","867936","867936","98488320","98488320","130125824","130125824","604897280","604897280","True","Normal","92016640","92016640","00:00:04.0468750","XDesProc","15","True","25","System.Diagnostics.ProcessStartInfo","03/07/2017 10:40:29",,"System.Diagnostics.ProcessThreadCollection","00:00:26.8437500","00:00:22.7968750","584638464","584638464","False",,,,"103682048","103682048",,
